Completed,Crowdsourcing_Code,Crowdsourcing_SubjId,End_Time,End_Time_Local,Exp_Subject_Id,Group_Name,Group_Nr,Rec_Session_Id,SelectedLanguage,Session_Name,Session_Nr,Session_Token,Start_Time,Start_Time_Local,Subject_Code,Subject_Nr,Subject_Nr_Per_Group,TimeMeasure_Mean,TimeMeasure_Std
true,975d1847e8262306fc2ca6727cede928,60b0f00d76201e617923f93f,2022-12-07T17:13:53.101Z,2022-12-07 17:13:53+00,548659,group_2,2,625329,en,sil_ns,1,d9f4befbc58b14f22e5d4403fbc66a2f,2022-12-07T16:55:40.933Z,2022-12-07 16:55:29+00,"",37,12,3.575471698113205,2.1541890441366203
true,a86824736a353eac16909f5d21c71d28,5e1f321074dfbe028c2fbb18,2022-12-07T17:10:57.387Z,2022-12-07 17:10:57+00,548661,group_2,2,625331,en,sil_ns,1,b032a9c602903c6af2bbe957db975214,2022-12-07T16:56:14.051Z,2022-12-07 16:56:03+00,"",38,13,3.202312138728317,2.305959952257052
true,13e5db24420401145368aae09219fbc8,60d60ba4fd799e149121b85b,2022-12-07T17:13:38.166Z,2022-12-07 17:13:38+00,548648,group_3,3,625318,en,nopints_ns,1,001b2e1df8033bc2f6d72c4b94c4c368,2022-12-07T16:53:42.445Z,2022-12-07 16:52:33+00,"",43,13,3.494505494505489,4.974381901795924
true,5648dbc8979c0ddd80fe4afd43ddff5e,599a9252bbe848000179676e,2022-12-07T17:12:56.959Z,2022-12-07 17:12:56+00,548662,group_1,1,625332,en,orig_ns,1,7189ca99a7afbc41cb9d617f2e9f8668,2022-12-07T16:56:22.425Z,2022-12-07 16:55:24+00,"",40,15,5.291005291005291,4.003302016051007
true,3fcdb50371091aec97e8ffb148264a77,5be9425b915ffc0001fa767c,2022-12-07T17:11:11.919Z,2022-12-07 09:11:11-08,548663,group_3,3,625333,en,nopints_ns,1,902a3c5bff0fcbd5eb59014c68b70fbe,2022-12-07T16:56:53.417Z,2022-12-07 08:52:30-08,"",41,12,2.5766871165644147,1.4180938797545135
true,3c2265f14a521d90f33dae8b3bce221d,5eae0d848c0ee34cf273bdd7,2022-12-07T17:34:17.627Z,2022-12-07 17:34:17+00,548665,group_1,1,625335,en,orig_ns,1,598553f3a6571520fd2c495ab6f4b4ae,2022-12-07T17:00:09.190Z,2022-12-07 16:59:15+00,"",47,17,8.550632911392398,43.94019921659848
true,0448901333528312fcb83b70965c1e7b,63667c9cb342f8b9bc19d4a4,2022-12-07T17:15:57.168Z,2022-12-07 17:15:57+00,548668,group_3,3,625338,en,nopints_ns,1,ae1b09a52f108621ea6d33b42c9620d8,2022-12-07T17:02:27.222Z,2022-12-07 17:01:46+00,"",45,14,0.75,1.8577914008006629
true,990a7b9917a959e6d1d171e9a0de35df,5460ef52fdf99b49ea4b5906,2022-12-07T17:21:34.420Z,2022-12-07 17:21:34+00,548672,group_1,1,625342,en,orig_ns,1,d2a4197d116f7f15c8176df85a281b18,2022-12-07T17:03:20.447Z,2022-12-07 17:03:02+00,"",44,16,9.30373831775701,1.3382528178261393
true,2685ccea35b1697a2386f35957e0698e,5ec96e3609117f0a67231842,2022-12-07T17:18:07.031Z,2022-12-07 17:18:07+00,548673,group_3,3,625343,en,nopints_ns,1,effdb8379afe45214fbf95607b3a215e,2022-12-07T17:05:24.847Z,2022-12-07 17:05:11+00,"",46,15,4.200000000000003,8.85094968604091
true,23d74fa0b663119eab3d7e8c31016533,5b27c8498ecf3f000161a4c8,2022-12-07T17:45:51.229Z,2022-12-07 17:45:51+00,548688,group_1,1,625358,en,orig_ns,1,e37e04fae2616ed7e13899a3ca5bc5cf,2022-12-07T17:17:52.736Z,2022-12-07 17:17:07+00,"",49,18,13.342679127725859,75.89791277048225
